"site","job_url","job_url_direct","title","company","location","job_type","date_posted","interval","min_amount","max_amount","currency","is_remote","emails","description","company_url","company_url_direct","company_addresses","company_industry","company_num_employees","company_revenue","company_description","logo_photo_url","banner_photo_url","ceo_name","ceo_photo_url"
"glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009267703111","","Senior Software Engineer, Machine Learning","Uber","San Francisco, CA","","2024-05-07","yearly",185000.0,185000.0,"USD",False,"","TBC
  
  

**For San Francisco, CA-based roles:** The base salary range for this role is USD$185,000 per year - USD$205,500 per year. For Sunnyvale, CA-based roles: The base salary range for this role is USD$185,000 per year - USD$205,500 per year. For all US locations, you will be eligible to participate in Uber's bonus program, and may be offered an equity award & other types of comp. You will also be eligible for various benefits. More details can be found at the following link https://www.uber.com/careers/benefits.","https://www.glassdoor.com/Overview/W-EI_IE575263.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009267426648","","Software Engineer, Revenue Growth","Discord","San Francisco, CA","","2024-05-07","yearly",120862.0,178018.0,"USD",False,"","Discord is about giving people the power to create space to find belonging in their lives. We want to make it easier for you to talk regularly with the people you care about. We want you to build genuine relationships with your friends and communities close to home or around the world. Original, reliable, playful, and relatable. These are the values that connect our users and our employees at Discord. We’re looking for a technical, full-stack and mission-focused Software Engineer to help ideate, implement and launch revenue driving products. The Revenue Growth org is responsible for contributing to a majority of Discord's incremental revenue goals. You will join a full-stack team of engineers working across platforms to build revenue driving products and services at Discord. What you'll be doing Build new features across our iOS, Android, Web apps. We work across the stack, but it's ok if you don't know all of our technology on day one! Work collaboratively with PMs, Data Scientists and Designers to launch revenue products and bring marketing campaigns to life. Partner with peer engineering teams to integrate new features that impact different areas within the product. Architecture elegant and maintainable code with focus on autonomy and support from the team. Work with analytics and experimentation frameworks to quickly experiment with revenue growth ideas and develop deeper understanding of the features we ship. Drive alignment, manage projects and effectively collaborate with stakeholders. What you should have Things we look for 3-5 years of software development experience. Full-stack experience. We're a multi-platform team, so it's important to have a solid understanding of the development frameworks and fundamentals of one or more of our platforms: web (React, TypeScript), Android (React Native, Kotlin), iOS (React Native, Objective-C, Swift), and backend (Python and some Elixir). Experience building and shipping product features. Especially features for products at large scale or in real-time applications. Passion for building interactive and delightful user experiences A growth mindset. You view mistakes as learning opportunities and build upon your successes. You challenge yourself and those around you to continuously improve A focus on impact. You have a sharp eye for what changes can bring a product from good to great. You collaborate closely with product managers, designers, analysts, and other engineers to define great solutions to business problems Clear communication and the ability to operate in a collaborative environment of cross-functional partners. A team player collaborating with cross-functional partners. You have experience working with partner companies in conjunction with business development teams and being a voice for product and engineering. The US base salary range for this full-time position is $159,000 to $175,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits. #LI-Remote About Us Discord is a voice, video and text app that helps friends come together to hang out, have fun, and play games. With over 150 million monthly users, Discord has grown to become one of the most popular communications services in the world. Discord offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!","https://www.glassdoor.com/Overview/W-EI_IE910317.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009267437734","","Backend Software Engineer II, Benefits","Rippling","San Francisco, CA","","2024-05-07","yearly",112200.0,196350.0,"USD",False,"accomodations@rippling.com","**About Rippling**
Rippling gives businesses one place to run HR, IT, and Finance. It brings together all of the workforce systems that are normally scattered across a company, like payroll, expenses, benefits, and computers. For the first time ever, you can manage and automate every part of the employee lifecycle in a single system.  

Take onboarding, for example. With Rippling, you can hire a new employee anywhere in the world and set up their payroll, corporate card, computer, benefits, and even third-party apps like Slack and Microsoft 365—all within 90 seconds.  

Based in San Francisco, CA, Rippling has raised $1.2B from the world’s top investors—including Kleiner Perkins, Founders Fund, Sequoia, Greenoaks, and Bedrock—and was named one of America's best startup employers by Forbes.  

We prioritize candidate safety. Please be aware that all official communication will only be sent from @Rippling.com addresses. **About the role**  

The Benefits team’s goal is to provide a modern, easy-to-use way for companies to offer insurance -medical, dental, disability, etc. - to their employees. We build software that automates the tedium of managing insurance offerings and submitting enrollments. Additionally, the Insurance and Benefits team automates the administration of FSA, HSA, commuter benefits, and COBRA, allowing companies to provide more benefits to their employees with minimal overhead. Most of all, we are disrupting a 1.3 trillion dollar US insurance industry and bringing it into the digital world.### **What You'll Do:**

* Design and develop high-quality product software, drive the architectural decision and full life cycle of product delivery
* Work on areas including not not limited to API design, event model, data model design, data importing and transmission and other business logic and customer facing features
* Coordinate cross team collaborations, incorporate customer feedback into product engineering roadmap and drive the execution of delivery

 **Qualifications**:* 2+ years of professional work experience
* Strong coding and low-level design skills
* Experience working in a fast-paced, dynamic environment
* Proven track of developing scalable and extendable core services or products
* Excellent ability to communicate complex technical ideas with clarity and precision

 ***Additional Information*** *Rippling is an equal opportunity employer. We are committed to building a diverse and inclusive workforce and do not discriminate based on race, religion, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, age, sexual orientation, veteran or military status, or any other legally protected characteristics, Rippling is committed to providing reasonable accommodations for candidates with disabilities who need assistance during the hiring process. To request a reasonable accommodation, please email* *accomodations@rippling.com* *Rippling highly values having employees working in-office to foster a collaborative work environment and company culture. For office-based employees (employees who live within a 40 mile radius of a Rippling office), Rippling considers working in the office, at least three days a week under current policy, to be an essential function of the employee's role.* *This role will receive a competitive salary + benefits + equity. The salary for US-based employees will be aligned with one of the ranges below based on location**.* *A variety of factors are considered when determining someone’s compensation–including a candidate’s professional background, experience, and location. Final offer amounts may vary from the amounts listed below.*","https://www.glassdoor.com/Overview/W-EI_IE2521509.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009267484384","","Engineering Manager – Software Design Engineer in Test","Snowflake","San Mateo, CA","","2024-05-07","yearly",174599.0,224962.0,"USD",False,"","Build the future of data. Join the Snowflake team.


We're hiring a talented Software Engineering Manager to help us improve quality across multiple areas to fuel the Snowflake Data Cloud. As the Manager in the Software Design Engineer in Test team, you will lead and expand our distributed engineering team. Together with industry-wide experts in test infrastructure, cross-cloud development and engineering excellence, you will evolve our developer tooling to be elastic, large-scale, and highly performant, with simplicity at its core.



You will help Snowflake realize its mission and vision of becoming the premier Data Cloud by accelerating the delivery of our high quality software to production. You will be a key stakeholder in driving clarity on our strategy and partner with product managers to chart the quarterly and long-term roadmaps for the team. You will ensure that the team is executing towards serving the current needs of its customers, while also ensuring that we stay ahead of technological trends and future demands.


### **OUR IDEAL MANAGER WILL HAVE :**


* Strong passion and proven track record for shipping quality software in high code velocity environments
* Strong technical acuity and keen design sense to leverage automated test systems to consistently deliver high quality software at scale
* 10+ years industry experience designing and building distributed data systems.
* Experience in developing or testing databases
* Excellent problem solving skills, and strong CS fundamentals including data structures, algorithms, and distributed systems.
* Fluency in SQL, Java, C++, Python or Go.
* Ability to collaborate well across teams, build high-performing teams and mentor junior engineers.
* Excellent interpersonal communication skills.
* Ability to work on-site at our San Mateo, CA or Bellevue, WA offices.

### **BONUS POINTS FOR EXPERIENCE WITH THE FOLLOWING :**


* Large scale test-related issues (flakiness, performance, selection, quality)
* Solid understanding of shipping end to end customer experiences across clients including browsers, apps and drivers
* Multi-tenant systems, with focus on reliability, performance, isolation, security and scalability.
* A track record of leading distributed technical teams


*Every Snowflake employee is expected to follow the company's confidentiality and security standards for handling sensitive data. Snowflake employees must abide by the company's data security plan as an essential part of their duties. It is every employee's duty to keep customer information secure and confidential.*","https://www.glassdoor.com/Overview/W-EI_IE928471.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009267646843","","Senior Staff Device Software Engineer (Firmware)","Congruent","San Francisco, CA","","2024-05-07","yearly",150000.0,225000.0,"USD",False,"","**Our Mission**
---------------



SPAN develops products that accelerate the rapid adoption of renewable energy in the home. The flagship SPAN Smart Panel is the first true evolution for the traditional home electric panel, harnessing enhanced technology for metering, monitoring, and control. An expanded product suite of intelligent, integrated solutions radically lowers the cost and complexity of energy upgrades–including solar, batteries and EVs–empowering homeowners to be active, resilient and informed players in the energy market.


**The Team and Role**
---------------------



SPAN’s Device Software team is responsible for all of the software that is physically embodied in our hardware products. Our first product - the SPAN Panel - contains a complex network of microcontrollers and a single board computer that must work together to react quickly to changing conditions with impeccable reliability in order to perform its job. We look for friendly, excellent engineers who enjoy working with their peers to solve complex problems and prioritize trusting that the people we hire are capable of great things when well supported. Engineers work directly with the broader software, product, and hardware teams to ensure the right things get built at the right time.



As a principal engineer on the Device Software team you will define and implement new features directly related to SPAN’s hardware products focusing on the lowest level - the microcontroller. This includes everything from bootloaders on systems without an OS up through applications in C and C++ inside an RTOS. Hardware products are central to SPAN’s business and writing firmware for even our smallest microcontrollers means working on something that directly impacts the user experience. You will own large user-facing features from conception through implementation on future hardware products, working independently to bring them to completion.


**Representative Projects**
---------------------------


* Designing an OTA system that encompasses a variety of communication interfaces, processor types, and products, while achieving both secure goals for hardware-backed encryption and verification and high reliability.
* Working with system architects to invent a data steaming architecture for a new product family which can satisfy both the needs of the data science team to access high rate and quality data, as well as safety guarantees around consistency and accuracy.
* Representing the Device Software team in group settings and evangelizing engineering best practices. Participating in code and design reviews as well as authoring documents which further reinforce these goals, and supporting engineers across the org in hitting them.

**About You**
-------------


#### **Required Qualifications**



We are seeking a Firmware/Embedded Linux engineer with:


* 8 or more years of experience writing software for a hardware device (on a microcontroller, and/or in Linux, etc) in C++ or C
* Strong fundamentals in modern software design with tools like Object-Oriented design, coupled with awareness of concerns like manual memory management
* Experience working with standard electrical communication interfaces like UART, I2C, USB, etc
* Exceptional interpersonal communication and collaboration skills. Great at building trust and driving decisions to a resolution
* Track record of taking ownership over projects and willingness to help others with theirs, from design and code review through to mentorship of new employees

#### **Bonus Qualifications**



We do not expect any engineer to have all skills, but we do want you to be excited to learn and grow. Every Device Software Engineer is free to roam up and down our device software stack, so any combination of the following skills is welcome but not required.


* Experience with the STM32 microcontroller family
* Experience with functional safety and processes and standards like UL 60730, ISO 26262, IEC 61508, and UL 1998
* Experience writing higher level system or application software such as diagnostic command line tools or the application side of a communication interface
* Wireless technologies like WiFi, Bluetooth and Zigbee
* Hands-on experience with electronics lab equipment
* Clean energy hardware in a multidisciplinary environment.

  




The U.S. base salary range for this position is $150,000 - $225,000 plus benefits, equity and variable compensation for Sales-related roles. This range represents SPAN’s good faith estimate of competitively-priced salary for the role based on national, real-time industry data from companies of a similar growth stage. This range reflects minimum and maximum new hire salaries **for the role in San Francisco county**. Within the range, individual pay is determined by location and individual factors including relevant skills, experience and education or training. This range correlates to the relative level of the candidate we believe we need for the role and may require an adjustment for candidates of a different level.



Your recruiter can share more about the specific salary range for the location this role is based during the hiring process.



**Life at SPAN**



SPAN embraces diversity and equal opportunity in a serious way. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills.



Headquartered in San Francisco’s vibrant SoMa neighborhood, we are an eclectic group of creative thinkers who value open communication, teamwork, and a ‘make it happen’ approach to addressing complex challenges.



We’re hiring talented individuals who are driven by success and are passionate about shaping the future of renewable energy. If that sounds like you, we’d love for you to consider joining the rapidly growing team at SPAN.


**The Perks:**


* Competitive compensation + equity grants at a well-funded, venture-backed company


* Comprehensive benefits (including medical; dental, vision, life and disability insurance)


* Comfortable, sunny office space located near BART and Caltrain public transit


* Strong focus on teambuilding and company culture (events, meet-ups, clubs)


* Flexible hours and unlimited PTO



Interested in joining our team? Submit an application today and we’ll be in touch with next steps!","https://www.glassdoor.com/Overview/W-EI_IE5043096.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009268082627","","Senior C++ Research Engineer: Databases & AI Startup","Unum","San Francisco, CA","","2024-05-07","yearly",169549.0,219207.0,"USD",False,"","Unum is the deep-tech startup reinventing Data-Lakes for extreme scale and AI! You can think of it as Snowflake and OpenAI combined.
  
  

We are searching for passionate and competitive Senior C++ Research Engineers to join us in designing next-generation data infrastructure to empower the following million data-intensive and AI applications!
  
  

Tasks
  
  

* Implementing and optimizing existing algorithms
* Inventing new algorithms, reading and reviewing papers


Requirements
  
  

We will assemble multiple new teams, and experience and excellence in any of the following topics are welcomed.
  
  

* Distributed systems and communication protocols.
* Dense and sparse matrix multipications, BLAS, GraphBLAS.
* Linux, kernel-bypass, and user-space drivers.
* SIMD assembly, CUDA, OpenCL, GPGPU, and parallel algorithms.
* Graph Theory, Information Theory, Optimization Theory, and Combinatorics.


We are open to hiring teams. Basic Python skills are expected. Non-technical requirements are pretty obvious:
  
  

* Fluent in English, writing, and speaking.
* Familiarity with Git, GitHub, GitLab, Docker, CMake, and another standard tooling.


Our open-source software is one of the trendiest on GitHub, our proprietary technology is being integrated into the largest data warehouses, and our articles on High-Performance Computing and Artificial Intelligence are some of the most popular in online outlets.
  
  

If you are as competitive as we are, if you want to work with some of the most talented people on Earth, if you want to leave a mark in history and build scalable, efficient, and intelligent software that even Google can't, drop us a line!","https://www.glassdoor.com/Overview/W-EI_IE9522.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009267729925","","Experienced Software Engineer","Gainwell Technologies LLC","San Francisco, CA","","2024-05-07","yearly",107000.0,152800.0,"USD",False,"","Be part of a team that unleashes the power of leading-edge technologies to help improve the health and well-being of those most vulnerable in our country and communities. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values work flexibility, learning, and career development. You’ll add to your technical credentials and certifications while enjoying a generous, flexible vacation policy and educational assistance. We also have comprehensive leadership and technical development academies to help build your skills and capabilities.

**Summary**
-----------

**Your role in our mission**
----------------------------

**Essential Job Functions**

* Performs highly complex systems modeling, simulation and analysis to provide appropriate solution.
* Conducts investigations and tests of complex software systems to enhance performance or to investigate and resolve matters of significance.
* Reviews completion and implementation of technical products to ensure success and timeliness.
* Reviews literature, patents and current practices relevant to the solution of more complex projects.
* Recommends corrections in complex technical applications and analysis to enhance performance.
* Evaluates vendor capabilities on projects to provide required products or services.
* Provides leadership and work guidance to less experienced personnel.
* Provides technical consultation to other organizations; interacts with senior customer personnel and internal senior management.
* Provides the customer base with first level support.
**What we're looking for**
--------------------------

* Nine or more years of experience in software engineering or operating systems programming
* Experience working with software design principles
* Strong analytical and creative problem solving skills to resolve highly complex software design issues and create new software for one or more products
* Good leadership skills to mentor, oversee, and lead team members
* Good interpersonal skills to interact with senior customers, management, and team members
* Good communication skills to interact with team members and senior support personnel
* Ability to synthesize broad and narrow concepts of high complexity and use them to meet company objectives
* Ability to work independently and as part of a team
**What you should expect in this role**
---------------------------------------

* Fully Remote Opportunity

**Note**

* Video cameras must be used during all interviews, as well as during the initial week of orientation.
* The deadline to submit applications for this posting is 5/13/2024.

The pay range for this position is $107,000.00 - $152,800.00 per year, however, the base pay offered may vary depending on geographic region, internal equity, job-related knowledge, skills, and experience among other factors. Put your passion to work at Gainwell. You’ll have the opportunity to grow your career in a company that values work flexibility, learning, and career development. All salaried, full-time candidates are eligible for our generous, flexible vacation policy, a 401(k) employer match, comprehensive health benefits, and educational assistance. We also have a variety of leadership and technical development academies to help build your skills and capabilities.

  

We believe nothing is impossible when you bring together people who care deeply about making healthcare work better for everyone. Build your career with Gainwell, an industry leader. You’ll be joining a company where collaboration, innovation, and inclusion fuel our growth. Learn more about Gainwell at our company website and visit our Careers site for all available job role openings.

 *Gainwell Technologies is committed to a diverse, equitable, and inclusive workplace. We are proud to be an Equal Opportunity Employer, where all qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical condition), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We celebrate diversity and are dedicated to creating an inclusive environment for all employees.*","https://www.glassdoor.com/Overview/W-EI_IE4008881.htm","","","","","","","","","",""
"indeed","https://www.indeed.com/viewjob?jk=347f8a2691f256ff","https://ats.rippling.com/rippling/jobs/6a7ced0e-001f-476f-9bb4-860e203adad2","Backend Software Engineer II - HRIS Core Product","Rippling","San Francisco, CA, US","","2024-05-07","yearly",112200.0,196350.0,"USD",False,"accomodations@rippling.com","**About Rippling**
Rippling gives businesses one place to run HR, IT, and Finance. It brings together all of the workforce systems that are normally scattered across a company, like payroll, expenses, benefits, and computers. For the first time ever, you can manage and automate every part of the employee lifecycle in a single system.  

Take onboarding, for example. With Rippling, you can hire a new employee anywhere in the world and set up their payroll, corporate card, computer, benefits, and even third-party apps like Slack and Microsoft 365—all within 90 seconds.  

Based in San Francisco, CA, Rippling has raised $1.2B from the world’s top investors—including Kleiner Perkins, Founders Fund, Sequoia, Greenoaks, and Bedrock—and was named one of America's best startup employers by Forbes.  

We prioritize candidate safety. Please be aware that all official communication will only be sent from @Rippling.com addresses.**About the role**  

As a member of the HRIS Product Team, you will be responsible for managing critical end-to-end products (like Hiring & Onboarding flows, Employment History) that facilitate the ingestion, management, and visualization of employee data for our diverse customer base, spanning from small businesses to large enterprises.
The Product team’s focus for the coming year is to build the next generation of Products (like Change management & Unbundled Rippling Products) and scale existing products(Hiring, Transitions & offboarding flows) to enable Rippling to explore new business opportunities and win enterprise. **What you will do*** **Product Excellence:** Over the next year you will work with HRIS Product and Design teams to help ship new features to our Employee flows & Profile product lines with the utmost quality and care to ensure it meets the needs of our customers both internal and external.
* **Technical Excellence**: As part of this role you will own (design and develop projects) around such initiatives as Unbundling, Employee History & Enterprise. Helping the team execute our vision for 2024 to win Enterprise.
* **Cross-Functional Collaboration:** You will collaborate with other teams across Rippling to support and scale products, both within and outside of HRIS.
* **Operational Excellence:** Hold a very high bar for quality of deliverables; you will be responsible to build and operationalize tools, monitors & processes across the org.

**What you will need*** 3+ years of of experience in backend product engineering
* Experience building customer facing products
* Strong CS/algorithms fundamentals
* You have seen systems operating at significant technical and organizational scale
* Experience working in a fast-paced, dynamic environment
* Experience in building projects with good abstractions and architecture
* Comfortable at developing scalable and extendable core services used in many products

**Additional Information***Rippling is an equal opportunity employer. We are committed to building a diverse and inclusive workforce and do not discriminate based on race, religion, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, age, sexual orientation, veteran or military status, or any other legally protected characteristics, Rippling is committed to providing reasonable accommodations for candidates with disabilities who need assistance during the hiring process. To request a reasonable accommodation, please email* *accomodations@rippling.com*

*Rippling highly values having employees working in-office to foster a collaborative work environment and company culture. For office-based employees (employees who live within a 40 mile radius of a Rippling office), Rippling considers working in the office, at least three days a week under current policy, to be an essential function of the employee's role.*

*This role will receive a competitive salary + benefits + equity. The salary for US-based employees will be aligned with one of the ranges below based on location**.*

*A variety of factors are considered when determining someone’s compensation–including a candidate’s professional background, experience, and location. Final offer amounts may vary from the amounts listed below.*","https://www.indeed.com/cmp/Rippling","http://www.rippling.com","San Francisco","","51 to 200","","","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/d621ada17bcc71d13a5817834303263d","","",""
"indeed","https://www.indeed.com/viewjob?jk=e79d1f73c3a53f56","https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=96282&clientkey=5BDE9B759A6180DC0CED81E3C3E3043E&source=Indeed","Senior Programmer Analyst","Provident Credit Union","Redwood Shores, CA, US","fulltime","2024-05-07","yearly",105000.0,129000.0,"USD",True,"","**SR. PROGRAMMER ANALYST**

 **\\*\\*\\* This role requires working 100% onsite at corporate HQ in Redwood City, CA for the first 30 days, thereafter a hybrid work schedule, 3 days in HQ and 2 days work from home \\*\\*\\***

 **\\*\\*\\* We do not sponsor employment/work visas at this time, if you need sponsorship now or in the future, unfortunately, your application will** ***not*** **be considered \\*\\*\\***

 **JOB SUMMARY**  

As a Senior Programmer Analyst at Provident you will develop and solve challenging application problems related to our core system, online banking platform, and third party applications. You will build code that accurately and efficiently satisfies customer and stakeholder requirements. You must be able to develop solutions for the most complicated problems, and your attention to detail ensures that you create a stable, defect-free refined product. You are smart, friendly, and you enjoy working with others to pursue a common goal. You always do the right thing.

  



**Why Provident?**


Provident Credit Union was established in 1950 and we rank among the top 10% of credit unions in the US. We believe having a culture that is accepting, supportive, diverse and inclusive makes us all better. Provident has been a Bay Area “Top Workplace” since 2017, and our employees rank us on Glassdoor as one of the best credit unions in the nation.


Our values are:

* Listen
* Get Better
* Do What’s Right

 **Essential Functions**

* Develop and maintain applications and databases by evaluating client needs; analyzing requirements; developing software systems.
* Seek continuous improvement of our core technologies by adhering to coding standards documented in the Software Development Life Cycle and internal Coding Standards Policy; contribute to attainment of long term I.T. objectives; answering technical and procedural questions for less experienced team members, mentor them and teach them to improve PCU software development processes.
* Actively participate in Core System Tactical Teams and initiatives, and collaborate with internal and external clients to understand and deliver improvements in service requirements. This includes providing feedback/solutions for stakeholder requests.
* Identifies requirements by establishing personal rapport with potential and actual clients and with other persons in a position to understand service requirements.
* Work with Business Analysts to analyze requirements; prepare work flow chart and diagram using knowledge and expertise in computer capabilities, subject matter, programming language, and logic.
* Update PCU computer systems and programming guidelines by writing and updating policies and procedures.
* Maintain professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.
* Ensure applications are accurate and mistake free by following the software development framework. This includes unit testing, alpha testing, code review, and user acceptance testing. Recruit and manage the participation of subject matter experts as required.
* Ensure that all applications are defensible against security vulnerabilities. Have the ability to identify vulnerabilities and assign risk levels.
* Accommodate requests to add automation and new features to existing programs or job functions
* Communicate openly and effectively with internal/external clients & be an active and supportive members of the development team.
* Participate in daily code review, specifically for junior developers, and enforce proper coding standards and alternative solutions.
* Maintain healthy code versioning habits. Ensure that all code is stored in an electronic version library. Ensure redundancy of all source code backups.
* Develop with a forward thinking scalable approach. Maintain programs/software with most recent updates for maximum accuracy and efficiency
* Ensure that all code changes/modifications comply with Provident Credit Union’s change management policy
* Managing, planning, coordinating and implementing regular and ongoing updates and application enhancements under the direction of the manager of IT Operations.
* Able to work under minimal direction and supervision, takes initiative to perform independent work on complex development functions
* Contributing to cross functional teams addressing special company projects and issues.
* Monitoring and identifying trends and opportunities for enhancing application performance, including nightly and monthly jobs.
* Manage project production.
* Performs other duties as assigned.
* Excellent listening and speaking skills.
* Excellent written communication skills.
* Complete required BSA & OFAC training annually.
* Understand and adhere to BSA and OFAC policy and procedures.

**Education, Work Experience, Knowledge, Skills and Abilities**

* Bachelor's Degree in CS or equivalent experience.
* 7+ years of experience as a software developer
* Experience with agile software development methodologies
* Demonstrated expertise to use, SQL Server Management Studio, Microsoft Visual Studio, C#, React Native, ASP
* Working knowledge of client side (user interface) design and production, HTML, CSS, Java Script
* Has led development of several robust, efficient, and defensible applications
* Process: You are incremental with your development and take full responsibility for the quality of your code and testing
* Strong understanding of Financial Institution business process and member security
* Strong analytical and communications skills
* Passion for building great products
* Results-driven, self-motivated, self-starter
* Good mathematical and organizational skills.

  



**Benefits you will enjoy:**

* Quality medical, dental and vision care coverage
* 401(k) retirement plan with up to 150% matching employer contributions
* Strong commitment to investing in your career and educational advancement by offering up to 100% Tuition reimbursement for approved courses
* Annual discretionary bonus
* Generous paid time off and paid holidays
* Flexible spending accounts
* Short and long-term disability coverage
* Life and AD&D insurance
* Provident membership
* Rate discount on home and auto loans
* Opportunity to use company owned condo in Maui and Lake Tahoe

  

Pay Grade is T4. This position is eligible for discretionary bonus twice a year.


Targeted Base Pay $105,000 - $129,000

 **Provident is an Equal Opportunity Employer**


We are a winner of the Bay Area News Group Top Workplace in 2017 - 2023. Check us out on Glassdoor","https://www.indeed.com/cmp/Provident-Credit-Union","https://www.providentcu.org","Redwood City, CA","","201 to 500","$25M to $100M (USD)","Originally established in 1950 as the credit union for the California Teachers Association, Provident Credit Union has expanded to serve more than 100,000 members from over 1,000 employer groups.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0287d5bad9239a7951e167b9ee338c4f","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/5ec6e62ebd8c78452b098b68c8b204f5","Jim Ernest","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/4e670ae0377f7e6def5cceec29cfe4d7"
"indeed","https://www.indeed.com/viewjob?jk=866b59b78209e382","https://grnh.se/1ecc5d376us","Guidance, Navigation, and Control Engineer — Intern (Summer 2024)","Astranis","San Francisco, CA, US","fulltime, internship","2024-05-07","hourly","","","USD",False,"","Astranis is on a mission to bridge the digital divide by connecting the four billion people worldwide who currently lack internet access. We're doing this by building the next generation of smaller, more cost-effective spacecraft to bring the world online.



As a team, we've launched two satellites into orbit, signed ten commercial deals worth over $1 billion in revenue, raised over $500 million from top global investors, and recruited a team of over 300 world-class engineers. We all work out of our (legendary) San Francisco office, which was once used to build ships during the World Wars.



Our satellites, which operate from geostationary orbit (GEO), weigh only 400 kg and utilize a proprietary software-defined radio payload. Each satellite can connect over two million people, and we're very excited for the impact we'll soon have in the Philippines, Peru, Mexico, and more!



Backed by substantial funding and a passionate, collaborative team, we offer a rewarding work environment where you'll learn and make a significant impact, no matter where you are in your career.



Apply and join us on our journey towards global connectivity!



#### **Guidance, Navigation, and Control Engineer — Intern (Summer 2024)**


Internships at Astranis typically last for twelve weeks, and are hourly roles designed for students who are currently enrolled at a four-year university.

As an Intern, you will have an amazing opportunity to work on hard problems — we pride ourselves on giving everyone at Astranis a chance to do meaningful work on challenging projects, no matter their seniority. Many past interns have designed and tested hardware/software that is heading to space on our first satellite, and many of them are now full-time employees at Astranis.

If you have already graduated from a four-year university, please apply to be an Associate Engineer.
#### **Role**


* Work with the Guidance, Navigation, and Control team to design, build, and test satellite software and hardware

#### **Requirements**


* Currently pursuing a B.S. or M.S. in a technical discipline (e.g. engineering, CS, physics) with a focus on control systems, orbital mechanics, or spacecraft design
* Familiarity with control theory and/or estimation methods
* Experience with python and/or C/C++
* Demonstrated ability to personally design, build, and test software and/or hardware from scratch
* US Citizenship or Green Card

#### **Bonus**


* Familiarity with spacecraft design
* Experience with low thrust trajectories
**U.S. Citizenship, Lawful Permanent Residency, or Refugee/Asylee Status Required**
(To comply with U.S. Government space technology export regulations, applicant must be a U.S. citizen, lawful permanent resident of the United States, or other protected individual as defined by 8 U.S.C. 1324b(a)(3))

Our mission and our products are meant to connect the world and everyone in it, regardless of gender, race, creed, or any other distinction. We believe in a diverse and inclusive workplace, and we encourage all people to join our team and bring their unique perspective to help make us stronger.","https://www.indeed.com/cmp/Astranis-1","https://www.astranis.com","San Francisco, CA","","201 to 500","Decline to state","Astranis is building small satellites to connect the world.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/03b3e54c0f314c32a7cc2a44f350699f","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/631aac5509131bfec81a4e0f134e108c","John Gedmark","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/9acc3472297e63208feaf07f35909836"
